Report Date,Age Group,Fatality Count,Percent
04/19/2022,Statewide Total,55329,100
04/18/2022,0 to 9,30,0.1
04/18/2022,10 to 19,31,0.1
04/18/2022,20 to 29,229,0.4
04/18/2022,30 to 39,711,1.3
04/18/2022,40 to 49,1726,3.1
04/18/2022,50 to 59,4788,8.7
04/18/2022,60 to 69,10040,18.2
04/18/2022,70 to 79,14299,25.8
04/18/2022,80 to 89,14716,26.5
04/18/2022,90 and Over,8736,15.8
04/18/2022,Unknown,9,0
04/18/2022,Statewide Total,55315,100
04/14/2022,0 to 9,30,0.1
04/14/2022,10 to 19,31,0.1
04/14/2022,20 to 29,229,0.4
04/14/2022,30 to 39,711,1.3
04/14/2022,40 to 49,1724,3.1
04/14/2022,50 to 59,4784,8.7
04/14/2022,60 to 69,10033,18.2
04/14/2022,70 to 79,14283,25.8
04/14/2022,80 to 89,14704,26.5
04/14/2022,90 and Over,8727,15.8
04/14/2022,Unknown,9,0
04/14/2022,Statewide Total,55265,100
04/13/2022,0 to 9,30,0.1
04/13/2022,10 to 19,31,0.1
04/13/2022,20 to 29,229,0.4
04/13/2022,30 to 39,711,1.3
04/13/2022,40 to 49,1723,3.1
04/13/2022,50 to 59,4783,8.7
04/13/2022,60 to 69,10032,18.2
04/13/2022,70 to 79,14280,25.8
04/13/2022,80 to 89,14702,26.5
04/13/2022,90 and Over,8726,15.8
04/13/2022,Unknown,9,0
04/13/2022,Statewide Total,55256,100
04/12/2022,0 to 9,30,0.1
04/12/2022,10 to 19,31,0.1
04/12/2022,20 to 29,229,0.4
04/12/2022,30 to 39,711,1.3
04/12/2022,40 to 49,1723,3.1
04/12/2022,50 to 59,4783,8.7
04/12/2022,60 to 69,10031,18.2
04/12/2022,70 to 79,14280,25.8
04/12/2022,80 to 89,14699,26.5
04/12/2022,90 and Over,8724,15.8
04/12/2022,Unknown,9,0
04/12/2022,Statewide Total,55250,100
04/11/2022,0 to 9,30,0.1
04/11/2022,10 to 19,31,0.1
04/11/2022,20 to 29,229,0.4
04/11/2022,30 to 39,710,1.3
04/11/2022,40 to 49,1722,3.1
04/11/2022,50 to 59,4783,8.7
04/11/2022,60 to 69,10029,18.2
04/11/2022,70 to 79,14275,25.8
04/11/2022,80 to 89,14698,26.5
04/11/2022,90 and Over,8724,15.8
04/11/2022,Unknown,9,0
04/11/2022,Statewide Total,55240,100
04/10/2022,0 to 9,30,0.1
04/10/2022,10 to 19,31,0.1
04/10/2022,20 to 29,229,0.4
04/10/2022,30 to 39,710,1.3
04/10/2022,40 to 49,1722,3.1
04/10/2022,50 to 59,4782,8.7
04/10/2022,60 to 69,10028,18.2
04/10/2022,70 to 79,14273,25.8
04/10/2022,80 to 89,14696,26.5
04/10/2022,90 and Over,8722,15.8
04/10/2022,Unknown,9,0
04/10/2022,Statewide Total,55232,100
04/09/2022,0 to 9,30,0.1
04/09/2022,10 to 19,31,0.1
04/09/2022,20 to 29,228,0.4
04/09/2022,30 to 39,710,1.3
04/09/2022,40 to 49,1722,3.1
04/09/2022,50 to 59,4782,8.7
04/09/2022,60 to 69,10025,18.2
04/09/2022,70 to 79,14268,25.8
04/09/2022,80 to 89,14694,26.5
04/09/2022,90 and Over,8720,15.8
04/09/2022,Unknown,9,0
04/09/2022,Statewide Total,55219,100
04/08/2022,0 to 9,30,0.1
04/08/2022,10 to 19,31,0.1
04/08/2022,20 to 29,227,0.4
04/08/2022,30 to 39,710,1.3
04/08/2022,40 to 49,1721,3.1
04/08/2022,50 to 59,4780,8.7
04/08/2022,60 to 69,10024,18.2
04/08/2022,70 to 79,14264,25.8
04/08/2022,80 to 89,14693,26.5
04/08/2022,90 and Over,8720,15.8
04/08/2022,Unknown,9,0
04/08/2022,Statewide Total,55209,100
04/07/2022,0 to 9,30,0.1
04/07/2022,10 to 19,31,0.1
04/07/2022,20 to 29,227,0.4
04/07/2022,30 to 39,710,1.3
04/07/2022,40 to 49,1721,3.1
04/07/2022,50 to 59,4780,8.7
04/07/2022,60 to 69,10020,18.2
04/07/2022,70 to 79,14262,25.8
04/07/2022,80 to 89,14689,26.5
04/07/2022,90 and Over,8720,15.8
04/07/2022,Unknown,9,0
04/07/2022,Statewide Total,55199,100
04/06/2022,0 to 9,30,0.1
04/06/2022,10 to 19,31,0.1
04/06/2022,20 to 29,227,0.4
04/06/2022,30 to 39,710,1.3
04/06/2022,40 to 49,1720,3.1
04/06/2022,50 to 59,4780,8.7
04/06/2022,60 to 69,10020,18.2
04/06/2022,70 to 79,14261,25.8
04/06/2022,80 to 89,14685,26.5
04/06/2022,90 and Over,8720,15.8
04/06/2022,Unknown,9,0
04/06/2022,Statewide Total,55193,100
04/05/2022,0 to 9,30,0.1
04/05/2022,10 to 19,31,0.1
04/05/2022,20 to 29,227,0.4
04/05/2022,30 to 39,710,1.3
04/05/2022,40 to 49,1719,3.1
04/05/2022,50 to 59,4778,8.7
04/05/2022,60 to 69,10017,18.2
04/05/2022,70 to 79,14260,25.8
04/05/2022,80 to 89,14683,26.5
04/05/2022,90 and Over,8719,15.8
04/05/2022,Unknown,9,0
04/05/2022,Statewide Total,55183,100
04/04/2022,0 to 9,30,0.1
04/04/2022,10 to 19,31,0.1
04/04/2022,20 to 29,227,0.4
04/04/2022,30 to 39,710,1.3
04/04/2022,40 to 49,1718,3.1
04/04/2022,50 to 59,4777,8.7
04/04/2022,60 to 69,10016,18.2
04/04/2022,70 to 79,14257,25.8
04/04/2022,80 to 89,14683,26.5
04/04/2022,90 and Over,8718,15.8
04/04/2022,Unknown,9,0
04/04/2022,Statewide Total,55176,100
04/03/2022,0 to 9,30,0.1
04/03/2022,10 to 19,31,0.1
04/03/2022,20 to 29,227,0.4
04/03/2022,30 to 39,710,1.3
04/03/2022,40 to 49,1718,3.1
04/03/2022,50 to 59,4776,8.7
04/03/2022,60 to 69,10013,18.2
04/03/2022,70 to 79,14255,25.8
04/03/2022,80 to 89,14679,26.5
04/03/2022,90 and Over,8718,15.8
04/03/2022,Unknown,9,0
04/03/2022,Statewide Total,55166,100
04/02/2022,0 to 9,30,0.1
04/02/2022,10 to 19,31,0.1
04/02/2022,20 to 29,227,0.4
04/02/2022,30 to 39,710,1.3
04/02/2022,40 to 49,1717,3.1
04/02/2022,50 to 59,4773,8.7
04/02/2022,60 to 69,10012,18.2
04/02/2022,70 to 79,14252,25.8
04/02/2022,80 to 89,14676,26.5
04/02/2022,90 and Over,8718,15.8
04/02/2022,Unknown,9,0
04/02/2022,Statewide Total,55155,100
04/01/2022,0 to 9,30,0.1
04/01/2022,10 to 19,31,0.1
04/01/2022,20 to 29,227,0.4
04/01/2022,30 to 39,710,1.3
04/01/2022,40 to 49,1717,3.1
04/01/2022,50 to 59,4772,8.7
04/01/2022,60 to 69,10011,18.2
04/01/2022,70 to 79,14250,25.8
04/01/2022,80 to 89,14673,26.5
04/01/2022,90 and Over,8716,15.8
04/01/2022,Unknown,9,0
04/01/2022,Statewide Total,55146,100
03/31/2022,0 to 9,30,0.1
03/31/2022,10 to 19,31,0.1
03/31/2022,20 to 29,227,0.4
03/31/2022,30 to 39,710,1.3
03/31/2022,40 to 49,1716,3.1
03/31/2022,50 to 59,4772,8.7
03/31/2022,60 to 69,10010,18.2
03/31/2022,70 to 79,14248,25.8
03/31/2022,80 to 89,14671,26.5
03/31/2022,90 and Over,8716,15.8
03/31/2022,Unknown,9,0
03/31/2022,Statewide Total,55140,100
03/30/2022,0 to 9,30,0.1
03/30/2022,10 to 19,31,0.1
03/30/2022,20 to 29,226,0.4
03/30/2022,30 to 39,709,1.3
03/30/2022,40 to 49,1716,3.1
03/30/2022,50 to 59,4771,8.7
03/30/2022,60 to 69,10008,18.2
03/30/2022,70 to 79,14244,25.8
03/30/2022,80 to 89,14668,26.5
03/30/2022,90 and Over,8715,15.8
03/30/2022,Unknown,9,0
03/30/2022,Statewide Total,55127,100
03/29/2022,0 to 9,30,0.1
03/29/2022,10 to 19,31,0.1
03/29/2022,20 to 29,226,0.4
03/29/2022,30 to 39,708,1.3
03/29/2022,40 to 49,1715,3.1
03/29/2022,50 to 59,4771,8.7
03/29/2022,60 to 69,10007,18.2
03/29/2022,70 to 79,14240,25.8
03/29/2022,80 to 89,14667,26.5
03/29/2022,90 and Over,8715,15.8
03/29/2022,Unknown,9,0
03/29/2022,Statewide Total,55119,100
03/28/2022,0 to 9,30,0.1
03/28/2022,10 to 19,31,0.1
03/28/2022,20 to 29,226,0.4
03/28/2022,30 to 39,708,1.3
03/28/2022,40 to 49,1715,3.1
03/28/2022,50 to 59,4771,8.7
03/28/2022,60 to 69,10005,18.2
03/28/2022,70 to 79,14238,25.8
03/28/2022,80 to 89,14667,26.5
03/28/2022,90 and Over,8713,15.8
03/28/2022,Unknown,9,0
03/28/2022,Statewide Total,55113,100
03/27/2022,0 to 9,30,0.1
03/27/2022,10 to 19,31,0.1
03/27/2022,20 to 29,226,0.4
03/27/2022,30 to 39,708,1.3
03/27/2022,40 to 49,1715,3.1
03/27/2022,50 to 59,4771,8.7
03/27/2022,60 to 69,10002,18.2
03/27/2022,70 to 79,14235,25.8
03/27/2022,80 to 89,14666,26.5
03/27/2022,90 and Over,8711,15.8
03/27/2022,Unknown,9,0
03/27/2022,Statewide Total,55104,100
03/26/2022,0 to 9,30,0.1
03/26/2022,10 to 19,31,0.1
03/26/2022,20 to 29,226,0.4
03/26/2022,30 to 39,707,1.3
03/26/2022,40 to 49,1715,3.1
03/26/2022,50 to 59,4771,8.7
03/26/2022,60 to 69,10002,18.2
03/26/2022,70 to 79,14230,25.8
03/26/2022,80 to 89,14666,26.5
03/26/2022,90 and Over,8709,15.8
03/26/2022,Unknown,9,0
03/26/2022,Statewide Total,55096,100
03/25/2022,0 to 9,30,0.1
03/25/2022,10 to 19,31,0.1
03/25/2022,20 to 29,226,0.4
03/25/2022,30 to 39,707,1.3
03/25/2022,40 to 49,1715,3.1
03/25/2022,50 to 59,4770,8.7
03/25/2022,60 to 69,9999,18.2
03/25/2022,70 to 79,14230,25.8
03/25/2022,80 to 89,14664,26.5
03/25/2022,90 and Over,8708,15.8
03/25/2022,Unknown,9,0
03/25/2022,Statewide Total,55089,100
03/24/2022,0 to 9,30,0.1
03/24/2022,10 to 19,31,0.1
03/24/2022,20 to 29,226,0.4
03/24/2022,30 to 39,707,1.3
03/24/2022,40 to 49,1714,3.1
03/24/2022,50 to 59,4768,8.7
03/24/2022,60 to 69,9998,18.2
03/24/2022,70 to 79,14227,25.8
03/24/2022,80 to 89,14661,26.5
03/24/2022,90 and Over,8704,15.8
03/24/2022,Unknown,9,0
03/24/2022,Statewide Total,55075,100
03/23/2022,0 to 9,30,0.1
03/23/2022,10 to 19,31,0.1
03/23/2022,20 to 29,226,0.4
03/23/2022,30 to 39,707,1.3
03/23/2022,40 to 49,1713,3.1
03/23/2022,50 to 59,4767,8.7
03/23/2022,60 to 69,9998,18.2
03/23/2022,70 to 79,14225,25.8
03/23/2022,80 to 89,14660,26.5
03/23/2022,90 and Over,8704,15.8
03/23/2022,Unknown,9,0
03/23/2022,Statewide Total,55070,100
03/22/2022,0 to 9,30,0.1
03/22/2022,10 to 19,31,0.1
03/22/2022,20 to 29,226,0.4
03/22/2022,30 to 39,707,1.3
03/22/2022,40 to 49,1712,3.1
03/22/2022,50 to 59,4766,8.7
03/22/2022,60 to 69,9997,18.2
03/22/2022,70 to 79,14224,25.8
03/22/2022,80 to 89,14659,26.5
03/22/2022,90 and Over,8703,15.8
03/22/2022,Unknown,9,0
03/22/2022,Statewide Total,55064,100
03/21/2022,0 to 9,30,0.1
03/21/2022,10 to 19,31,0.1
03/21/2022,20 to 29,226,0.4
03/21/2022,30 to 39,707,1.3
03/21/2022,40 to 49,1711,3.1
03/21/2022,50 to 59,4766,8.7
03/21/2022,60 to 69,9996,18.2
03/21/2022,70 to 79,14220,25.8
03/21/2022,80 to 89,14658,26.5
03/21/2022,90 and Over,8703,15.8
03/21/2022,Unknown,9,0
03/21/2022,Statewide Total,55057,100
03/20/2022,0 to 9,30,0.1
03/20/2022,10 to 19,31,0.1
03/20/2022,20 to 29,225,0.4
03/20/2022,30 to 39,707,1.3
03/20/2022,40 to 49,1711,3.1
03/20/2022,50 to 59,4765,8.7
03/20/2022,60 to 69,9995,18.2
03/20/2022,70 to 79,14215,25.8
03/20/2022,80 to 89,14657,26.5
03/20/2022,90 and Over,8703,15.8
03/20/2022,Unknown,9,0
03/20/2022,Statewide Total,55048,100
03/19/2022,0 to 9,30,0.1
03/19/2022,10 to 19,31,0.1
03/19/2022,20 to 29,225,0.4
03/19/2022,30 to 39,707,1.3
03/19/2022,40 to 49,1711,3.1
03/19/2022,50 to 59,4765,8.7
03/19/2022,60 to 69,9994,18.2
03/19/2022,70 to 79,14214,25.8
03/19/2022,80 to 89,14654,26.5
03/19/2022,90 and Over,8702,15.8
03/19/2022,Unknown,9,0
03/19/2022,Statewide Total,55042,100
03/18/2022,0 to 9,30,0.1
03/18/2022,10 to 19,31,0.1
03/18/2022,20 to 29,225,0.4
03/18/2022,30 to 39,707,1.3
03/18/2022,40 to 49,1711,3.1
03/18/2022,50 to 59,4765,8.7
03/18/2022,60 to 69,9992,18.2
03/18/2022,70 to 79,14208,25.8
03/18/2022,80 to 89,14653,26.5
03/18/2022,90 and Over,8698,15.8
03/18/2022,Unknown,9,0
03/18/2022,Statewide Total,55029,100
03/17/2022,0 to 9,30,0.1
03/17/2022,10 to 19,31,0.1
03/17/2022,20 to 29,225,0.4
03/17/2022,30 to 39,707,1.3
03/17/2022,40 to 49,1710,3.1
03/17/2022,50 to 59,4764,8.7
03/17/2022,60 to 69,9992,18.2
03/17/2022,70 to 79,14207,25.8
03/17/2022,80 to 89,14651,26.5
03/17/2022,90 and Over,8698,15.8
03/17/2022,Unknown,9,0
03/17/2022,Statewide Total,55024,100
03/16/2022,0 to 9,30,0.1
03/16/2022,10 to 19,31,0.1
03/16/2022,20 to 29,225,0.4
03/16/2022,30 to 39,707,1.3
03/16/2022,40 to 49,1710,3.1
03/16/2022,50 to 59,4763,8.7
03/16/2022,60 to 69,9989,18.2
03/16/2022,70 to 79,14204,25.8
03/16/2022,80 to 89,14644,26.5
03/16/2022,90 and Over,8696,15.8
03/16/2022,Unknown,9,0
03/16/2022,Statewide Total,55008,100
03/15/2022,0 to 9,30,0.1
03/15/2022,10 to 19,31,0.1
03/15/2022,20 to 29,225,0.4
03/15/2022,30 to 39,707,1.3
03/15/2022,40 to 49,1710,3.1
03/15/2022,50 to 59,4762,8.7
03/15/2022,60 to 69,9984,18.2
03/15/2022,70 to 79,14202,25.8
03/15/2022,80 to 89,14642,26.5
03/15/2022,90 and Over,8692,15.8
03/15/2022,Unknown,9,0
03/15/2022,Statewide Total,54994,100
03/14/2022,0 to 9,30,0.1
03/14/2022,10 to 19,31,0.1
03/14/2022,20 to 29,224,0.4
03/14/2022,30 to 39,707,1.3
03/14/2022,40 to 49,1710,3.1
03/14/2022,50 to 59,4761,8.7
03/14/2022,60 to 69,9978,18.2
03/14/2022,70 to 79,14199,25.8
03/14/2022,80 to 89,14638,26.5
03/14/2022,90 and Over,8689,15.8
03/14/2022,Unknown,9,0
03/14/2022,Statewide Total,54976,100
03/13/2022,0 to 9,30,0.1
03/13/2022,10 to 19,31,0.1
03/13/2022,20 to 29,224,0.4
03/13/2022,30 to 39,707,1.3
03/13/2022,40 to 49,1709,3.1
03/13/2022,50 to 59,4761,8.7
03/13/2022,60 to 69,9976,18.2
03/13/2022,70 to 79,14194,25.8
03/13/2022,80 to 89,14632,26.5
03/13/2022,90 and Over,8687,15.8
03/13/2022,Unknown,9,0
03/13/2022,Statewide Total,54960,100
03/12/2022,0 to 9,30,0.1
03/12/2022,10 to 19,31,0.1
03/12/2022,20 to 29,224,0.4
03/12/2022,30 to 39,707,1.3
03/12/2022,40 to 49,1708,3.1
03/12/2022,50 to 59,4760,8.7
03/12/2022,60 to 69,9973,18.2
03/12/2022,70 to 79,14192,25.8
03/12/2022,80 to 89,14630,26.5
03/12/2022,90 and Over,8686,15.8
03/12/2022,Unknown,9,0
03/12/2022,Statewide Total,54950,100
03/11/2022,0 to 9,29,0.1
03/11/2022,10 to 19,31,0.1
03/11/2022,20 to 29,224,0.4
03/11/2022,30 to 39,707,1.3
03/11/2022,40 to 49,1707,3.1
03/11/2022,50 to 59,4759,8.7
03/11/2022,60 to 69,9970,18.2
03/11/2022,70 to 79,14187,25.8
03/11/2022,80 to 89,14630,26.5
03/11/2022,90 and Over,8685,15.8
03/11/2022,Unknown,9,0
03/11/2022,Statewide Total,54938,100
03/10/2022,0 to 9,29,0.1
03/10/2022,10 to 19,31,0.1
03/10/2022,20 to 29,224,0.4
03/10/2022,30 to 39,707,1.3
03/10/2022,40 to 49,1707,3.1
03/10/2022,50 to 59,4757,8.7
03/10/2022,60 to 69,9967,18.2
03/10/2022,70 to 79,14183,25.8
03/10/2022,80 to 89,14623,26.5
03/10/2022,90 and Over,8683,15.8
03/10/2022,Unknown,9,0
03/10/2022,Statewide Total,54920,100
03/09/2022,0 to 9,29,0.1
03/09/2022,10 to 19,31,0.1
03/09/2022,20 to 29,224,0.4
03/09/2022,30 to 39,707,1.3
03/09/2022,40 to 49,1706,3.1
03/09/2022,50 to 59,4756,8.7
03/09/2022,60 to 69,9966,18.2
03/09/2022,70 to 79,14176,25.8
03/09/2022,80 to 89,14618,26.5
03/09/2022,90 and Over,8681,15.8
03/09/2022,Unknown,9,0
03/09/2022,Statewide Total,54903,100
03/08/2022,0 to 9,29,0.1
03/08/2022,10 to 19,31,0.1
03/08/2022,20 to 29,224,0.4
03/08/2022,30 to 39,707,1.3
03/08/2022,40 to 49,1706,3.1
03/08/2022,50 to 59,4755,8.7
03/08/2022,60 to 69,9965,18.2
03/08/2022,70 to 79,14168,25.8
03/08/2022,80 to 89,14617,26.5
03/08/2022,90 and Over,8679,15.8
03/08/2022,Unknown,9,0
03/08/2022,Statewide Total,54890,100
03/07/2022,0 to 9,29,0.1
03/07/2022,10 to 19,31,0.1
03/07/2022,20 to 29,224,0.4
03/07/2022,30 to 39,707,1.3
03/07/2022,40 to 49,1705,3.1
03/07/2022,50 to 59,4753,8.7
03/07/2022,60 to 69,9961,18.2
03/07/2022,70 to 79,14164,25.8
03/07/2022,80 to 89,14610,26.5
03/07/2022,90 and Over,8676,15.8
03/07/2022,Unknown,9,0
03/07/2022,Statewide Total,54869,100
03/06/2022,0 to 9,29,0.1
03/06/2022,10 to 19,31,0.1
03/06/2022,20 to 29,224,0.4
03/06/2022,30 to 39,707,1.3
03/06/2022,40 to 49,1705,3.1
03/06/2022,50 to 59,4751,8.7
03/06/2022,60 to 69,9955,18.2
03/06/2022,70 to 79,14158,25.8
03/06/2022,80 to 89,14606,26.5
03/06/2022,90 and Over,8675,15.8
03/06/2022,Unknown,9,0
03/06/2022,Statewide Total,54850,100
03/05/2022,0 to 9,29,0.1
03/05/2022,10 to 19,31,0.1
03/05/2022,20 to 29,224,0.4
03/05/2022,30 to 39,707,1.3
03/05/2022,40 to 49,1705,3.1
03/05/2022,50 to 59,4750,8.7
03/05/2022,60 to 69,9951,18.2
03/05/2022,70 to 79,14152,25.8
03/05/2022,80 to 89,14602,26.5
03/05/2022,90 and Over,8672,15.8
03/05/2022,Unknown,9,0
03/05/2022,Statewide Total,54832,100
03/04/2022,0 to 9,29,0.1
03/04/2022,10 to 19,31,0.1
03/04/2022,20 to 29,224,0.4
03/04/2022,30 to 39,707,1.3
03/04/2022,40 to 49,1705,3.1
03/04/2022,50 to 59,4749,8.7
03/04/2022,60 to 69,9949,18.2
03/04/2022,70 to 79,14147,25.8
03/04/2022,80 to 89,14599,26.5
03/04/2022,90 and Over,8670,15.8
03/04/2022,Unknown,9,0
03/04/2022,Statewide Total,54819,100
03/03/2022,0 to 9,29,0.1
03/03/2022,10 to 19,31,0.1
03/03/2022,20 to 29,224,0.4
03/03/2022,30 to 39,707,1.3
03/03/2022,40 to 49,1704,3.1
03/03/2022,50 to 59,4748,8.7
03/03/2022,60 to 69,9945,18.2
03/03/2022,70 to 79,14143,25.8
03/03/2022,80 to 89,14595,26.5
03/03/2022,90 and Over,8668,15.8
03/03/2022,Unknown,9,0
03/03/2022,Statewide Total,54803,100
03/02/2022,0 to 9,29,0.1
03/02/2022,10 to 19,31,0.1
03/02/2022,20 to 29,224,0.4
03/02/2022,30 to 39,707,1.3
03/02/2022,40 to 49,1704,3.1
03/02/2022,50 to 59,4748,8.7
03/02/2022,60 to 69,9940,18.1
03/02/2022,70 to 79,14137,25.8
03/02/2022,80 to 89,14591,26.6
03/02/2022,90 and Over,8666,15.8
03/02/2022,Unknown,9,0
03/02/2022,Statewide Total,54786,100
03/01/2022,0 to 9,29,0.1
03/01/2022,10 to 19,30,0.1
03/01/2022,20 to 29,224,0.4
03/01/2022,30 to 39,707,1.3
03/01/2022,40 to 49,1702,3.1
03/01/2022,50 to 59,4747,8.7
03/01/2022,60 to 69,9936,18.1
03/01/2022,70 to 79,14128,25.8
03/01/2022,80 to 89,14587,26.6
03/01/2022,90 and Over,8661,15.8
03/01/2022,Unknown,9,0
03/01/2022,Statewide Total,54760,100
02/28/2022,0 to 9,29,0.1
02/28/2022,10 to 19,30,0.1
02/28/2022,20 to 29,224,0.4
02/28/2022,30 to 39,706,1.3
02/28/2022,40 to 49,1702,3.1
02/28/2022,50 to 59,4743,8.7
02/28/2022,60 to 69,9931,18.1
02/28/2022,70 to 79,14123,25.8
02/28/2022,80 to 89,14583,26.6
02/28/2022,90 and Over,8660,15.8
02/28/2022,Unknown,9,0
02/28/2022,Statewide Total,54740,100
02/27/2022,0 to 9,29,0.1
02/27/2022,10 to 19,30,0.1
02/27/2022,20 to 29,224,0.4
02/27/2022,30 to 39,706,1.3
02/27/2022,40 to 49,1700,3.1
02/27/2022,50 to 59,4739,8.7
02/27/2022,60 to 69,9918,18.1
02/27/2022,70 to 79,14117,25.8
02/27/2022,80 to 89,14577,26.6
02/27/2022,90 and Over,8656,15.8
02/27/2022,Unknown,9,0
02/27/2022,Statewide Total,54705,100
02/26/2022,0 to 9,29,0.1
02/26/2022,10 to 19,30,0.1
02/26/2022,20 to 29,224,0.4
02/26/2022,30 to 39,706,1.3
02/26/2022,40 to 49,1700,3.1
02/26/2022,50 to 59,4737,8.7
02/26/2022,60 to 69,9916,18.1
02/26/2022,70 to 79,14109,25.8
02/26/2022,80 to 89,14572,26.6
02/26/2022,90 and Over,8652,15.8
02/26/2022,Unknown,9,0
02/26/2022,Statewide Total,54684,100
02/25/2022,0 to 9,29,0.1
02/25/2022,10 to 19,30,0.1
02/25/2022,20 to 29,224,0.4
02/25/2022,30 to 39,706,1.3
02/25/2022,40 to 49,1699,3.1
02/25/2022,50 to 59,4737,8.7
02/25/2022,60 to 69,9910,18.1
02/25/2022,70 to 79,14103,25.8
02/25/2022,80 to 89,14570,26.6
02/25/2022,90 and Over,8647,15.8
02/25/2022,Unknown,9,0
02/25/2022,Statewide Total,54664,100
02/24/2022,0 to 9,29,0.1
02/24/2022,10 to 19,30,0.1
02/24/2022,20 to 29,224,0.4
02/24/2022,30 to 39,706,1.3
02/24/2022,40 to 49,1699,3.1
02/24/2022,50 to 59,4734,8.7
02/24/2022,60 to 69,9905,18.1
02/24/2022,70 to 79,14091,25.8
02/24/2022,80 to 89,14560,26.6
02/24/2022,90 and Over,8641,15.8
02/24/2022,Unknown,9,0
02/24/2022,Statewide Total,54628,100
02/23/2022,0 to 9,29,0.1
02/23/2022,10 to 19,30,0.1
02/23/2022,20 to 29,224,0.4
02/23/2022,30 to 39,706,1.3
02/23/2022,40 to 49,1699,3.1
02/23/2022,50 to 59,4734,8.7
02/23/2022,60 to 69,9896,18.1
02/23/2022,70 to 79,14087,25.8
02/23/2022,80 to 89,14549,26.6
02/23/2022,90 and Over,8633,15.8
02/23/2022,Unknown,9,0
02/23/2022,Statewide Total,54596,100
02/22/2022,0 to 9,29,0.1
02/22/2022,10 to 19,30,0.1
02/22/2022,20 to 29,224,0.4
02/22/2022,30 to 39,706,1.3
02/22/2022,40 to 49,1698,3.1
02/22/2022,50 to 59,4731,8.7
02/22/2022,60 to 69,9890,18.1
02/22/2022,70 to 79,14077,25.8
02/22/2022,80 to 89,14541,26.6
02/22/2022,90 and Over,8629,15.8
02/22/2022,Unknown,9,0
02/22/2022,Statewide Total,54564,100
02/21/2022,0 to 9,28,0.1
02/21/2022,10 to 19,30,0.1
02/21/2022,20 to 29,224,0.4
02/21/2022,30 to 39,704,1.3
02/21/2022,40 to 49,1698,3.1
02/21/2022,50 to 59,4729,8.7
02/21/2022,60 to 69,9882,18.1
02/21/2022,70 to 79,14066,25.8
02/21/2022,80 to 89,14529,26.6
02/21/2022,90 and Over,8626,15.8
02/21/2022,Unknown,9,0
02/21/2022,Statewide Total,54525,100
02/20/2022,0 to 9,28,0.1
02/20/2022,10 to 19,30,0.1
02/20/2022,20 to 29,224,0.4
02/20/2022,30 to 39,703,1.3
02/20/2022,40 to 49,1695,3.1
02/20/2022,50 to 59,4728,8.7
02/20/2022,60 to 69,9876,18.1
02/20/2022,70 to 79,14054,25.8
02/20/2022,80 to 89,14526,26.6
02/20/2022,90 and Over,8619,15.8
02/20/2022,Unknown,9,0
02/20/2022,Statewide Total,54492,100
02/19/2022,0 to 9,28,0.1
02/19/2022,10 to 19,30,0.1
02/19/2022,20 to 29,224,0.4
02/19/2022,30 to 39,703,1.3
02/19/2022,40 to 49,1692,3.1
02/19/2022,50 to 59,4725,8.7
02/19/2022,60 to 69,9872,18.1
02/19/2022,70 to 79,14038,25.8
02/19/2022,80 to 89,14516,26.6
02/19/2022,90 and Over,8614,15.8
02/19/2022,Unknown,9,0
02/19/2022,Statewide Total,54451,100
02/18/2022,0 to 9,28,0.1
02/18/2022,10 to 19,30,0.1
02/18/2022,20 to 29,224,0.4
02/18/2022,30 to 39,703,1.3
02/18/2022,40 to 49,1692,3.1
02/18/2022,50 to 59,4719,8.7
02/18/2022,60 to 69,9866,18.1
02/18/2022,70 to 79,14027,25.8
02/18/2022,80 to 89,14506,26.6
02/18/2022,90 and Over,8608,15.8
02/18/2022,Unknown,9,0
02/18/2022,Statewide Total,54412,100
02/17/2022,0 to 9,28,0.1
02/17/2022,10 to 19,30,0.1
02/17/2022,20 to 29,223,0.4
02/17/2022,30 to 39,702,1.3
02/17/2022,40 to 49,1689,3.1
02/17/2022,50 to 59,4717,8.7
02/17/2022,60 to 69,9859,18.1
02/17/2022,70 to 79,14016,25.8
02/17/2022,80 to 89,14496,26.6
02/17/2022,90 and Over,8603,15.8
02/17/2022,Unknown,9,0
02/17/2022,Statewide Total,54372,100
02/16/2022,0 to 9,28,0.1
02/16/2022,10 to 19,30,0.1
02/16/2022,20 to 29,223,0.4
02/16/2022,30 to 39,702,1.3
02/16/2022,40 to 49,1688,3.1
02/16/2022,50 to 59,4709,8.7
02/16/2022,60 to 69,9851,18.1
02/16/2022,70 to 79,14006,25.8
02/16/2022,80 to 89,14488,26.6
02/16/2022,90 and Over,8596,15.8
02/16/2022,Unknown,9,0
02/16/2022,Statewide Total,54330,100
02/15/2022,0 to 9,28,0.1
02/15/2022,10 to 19,29,0.1
02/15/2022,20 to 29,223,0.4
02/15/2022,30 to 39,702,1.3
02/15/2022,40 to 49,1687,3.1
02/15/2022,50 to 59,4702,8.7
02/15/2022,60 to 69,9842,18.1
02/15/2022,70 to 79,13992,25.8
02/15/2022,80 to 89,14476,26.6
02/15/2022,90 and Over,8590,15.8
02/15/2022,Unknown,9,0
02/15/2022,Statewide Total,54280,100
02/14/2022,0 to 9,28,0.1
02/14/2022,10 to 19,29,0.1
02/14/2022,20 to 29,223,0.4
02/14/2022,30 to 39,700,1.3
02/14/2022,40 to 49,1687,3.1
