time,regions,ch4
2188,SAS,73.2
2188,SEA,125.5
2188,CHI,180.2
2188,MAF,57.0
2188,SSA,86.0
2188,SIS,4.6
2189,USA,76.8
2189,CAN,13.8
2189,WEU,32.4
2189,JPK,5.1
2189,ANZ,18.5
2189,EEU,15.3
2189,FSU,149.8
2189,MDE,48.9
2189,CAM,26.7
2189,LAM,126.6
2189,SAS,73.4
2189,SEA,125.9
2189,CHI,180.7
2189,MAF,57.2
2189,SSA,86.3
2189,SIS,4.6
2190,USA,77.0
2190,CAN,13.9
2190,WEU,32.5
2190,JPK,5.1
2190,ANZ,18.6
2190,EEU,15.3
2190,FSU,150.2
2190,MDE,49.0
2190,CAM,26.8
2190,LAM,127.0
2190,SAS,73.6
2190,SEA,126.3
2190,CHI,181.3
2190,MAF,57.4
2190,SSA,86.6
2190,SIS,4.6
2191,USA,77.3
2191,CAN,13.9
2191,WEU,32.6
2191,JPK,5.1
2191,ANZ,18.7
2191,EEU,15.4
2191,FSU,150.7
2191,MDE,49.2
2191,CAM,26.9
2191,LAM,127.4
2191,SAS,73.8
2191,SEA,126.7
2191,CHI,181.9
2191,MAF,57.6
2191,SSA,86.8
2191,SIS,4.6
2192,USA,77.5
2192,CAN,13.9
2192,WEU,32.7
2192,JPK,5.1
2192,ANZ,18.7
2192,EEU,15.4
2192,FSU,151.1
2192,MDE,49.3
2192,CAM,26.9
2192,LAM,127.8
2192,SAS,74.1
2192,SEA,127.1
2192,CHI,182.4
2192,MAF,57.7
2192,SSA,87.1
2192,SIS,4.6
2193,USA,77.7
2193,CAN,14.0
2193,WEU,32.8
2193,JPK,5.1
2193,ANZ,18.8
2193,EEU,15.5
2193,FSU,151.6
2193,MDE,49.5
2193,CAM,27.0
2193,LAM,128.1
2193,SAS,74.3
2193,SEA,127.4
2193,CHI,183.0
2193,MAF,57.9
2193,SSA,87.4
2193,SIS,4.7
2194,USA,78.0
2194,CAN,14.0
2194,WEU,32.9
2194,JPK,5.2
2194,ANZ,18.8
2194,EEU,15.5
2194,FSU,152.1
2194,MDE,49.6
2194,CAM,27.1
2194,LAM,128.5
2194,SAS,74.5
2194,SEA,127.8
2194,CHI,183.5
2194,MAF,58.1
2194,SSA,87.6
2194,SIS,4.7
2195,USA,78.2
2195,CAN,14.1
2195,WEU,33.0
2195,JPK,5.2
2195,ANZ,18.9
2195,EEU,15.6
2195,FSU,152.5
2195,MDE,49.8
2195,CAM,27.2
2195,LAM,128.9
2195,SAS,74.7
2195,SEA,128.2
2195,CHI,184.1
2195,MAF,58.3
2195,SSA,87.9
2195,SIS,4.7
2196,USA,78.5
2196,CAN,14.1
2196,WEU,33.1
2196,JPK,5.2
2196,ANZ,18.9
2196,EEU,15.6
2196,FSU,153.0
2196,MDE,49.9
2196,CAM,27.3
2196,LAM,129.3
2196,SAS,75.0
2196,SEA,128.6
2196,CHI,184.6
2196,MAF,58.4
2196,SSA,88.2
2196,SIS,4.7
2197,USA,78.7
2197,CAN,14.2
2197,WEU,33.2
2197,JPK,5.2
2197,ANZ,19.0
2197,EEU,15.7
2197,FSU,153.4
2197,MDE,50.1
2197,CAM,27.4
2197,LAM,129.7
2197,SAS,75.2
2197,SEA,129.0
2197,CHI,185.2
2197,MAF,58.6
2197,SSA,88.4
2197,SIS,4.7
2198,USA,78.9
2198,CAN,14.2
2198,WEU,33.3
2198,JPK,5.2
2198,ANZ,19.1
2198,EEU,15.7
2198,FSU,153.9
2198,MDE,50.2
2198,CAM,27.4
2198,LAM,130.1
2198,SAS,75.4
2198,SEA,129.4
2198,CHI,185.7
2198,MAF,58.8
2198,SSA,88.7
2198,SIS,4.7
2199,USA,79.2
2199,CAN,14.2
2199,WEU,33.4
2199,JPK,5.2
2199,ANZ,19.1
2199,EEU,15.8
2199,FSU,154.4
2199,MDE,50.4
2199,CAM,27.5
2199,LAM,130.5
2199,SAS,75.7
2199,SEA,129.8
2199,CHI,186.3
2199,MAF,59.0
2199,SSA,88.9
2199,SIS,4.7
2200,USA,79.4
2200,CAN,14.3
2200,WEU,33.5
2200,JPK,5.3
2200,ANZ,19.2
2200,EEU,15.8
2200,FSU,154.8
2200,MDE,50.5
2200,CAM,27.6
2200,LAM,130.9
2200,SAS,75.9
2200,SEA,130.2
2200,CHI,186.9
2200,MAF,59.1
2200,SSA,89.2
2200,SIS,4.8
